Timestamp,ADS1115 (0x48) A0,ADS1115 (0x48) A1,ADS1115 (0x48) A3,ADS1115 (0x49) A0,ADS1115 (0x49) A1,Label
1717685831,12408,12390,13214,13004,13127,G
1717685833,12409,12390,13213,13003,13124,G
1717685835,12409,12389,13211,13002,13122,G
1717685837,12410,12389,13210,13001,13121,G
1717685839,12409,12389,13209,13000,13119,G
1717685842,12409,12389,13208,13000,13117,G
1717685843,12408,12388,13206,12999,13116,G
1717685845,12409,12387,13207,12996,13109,G
1717685848,12409,12387,13205,12994,13102,G
1717685849,12408,12388,13205,12992,13100,G
1717685851,12412,12386,13204,12989,13100,G
1717685854,12409,12388,13207,13012,13098,G
1717685856,12407,12385,13206,13002,13090,G
1717685858,12407,12385,13201,12998,13089,G
1717685860,12398,12387,13208,12984,13097,G
1717685862,12396,12386,13204,12981,13097,G
1717685864,12396,12387,13199,12981,13098,G
1717685866,12397,12387,13212,12989,13095,G
1717685868,12398,12393,13308,13102,13093,G
1717685870,12396,12391,13271,13071,13088,G
1717685872,12397,12391,13267,13065,13091,G
1717685874,12396,12390,13263,13058,13087,G
1717685876,12397,12391,13260,13054,13088,G
1717685878,12397,12391,13257,13050,13086,G
1717685880,12397,12391,13256,13048,13087,G
1717685882,12396,12391,13254,13044,13088,G
1717685884,12397,12391,13252,13043,13088,G
1717685886,12398,12390,13251,13041,13088,G
1717685888,12397,12391,13249,13040,13088,G
1717685890,12398,12391,13247,13038,13087,G
1717685892,12398,12391,13246,13038,13087,G
1717685894,12397,12391,13245,13035,13088,G
1717685896,12398,12391,13244,13034,13088,G
1717685898,12398,12391,13242,13033,13088,G
1717685900,12398,12391,13240,13031,13088,G
1717685902,12398,12391,13239,13029,13087,G
1717685904,12397,12391,13238,13029,13086,G
1717685906,12398,12390,13237,13027,13086,G
1717685908,12398,12390,13237,13027,13085,G
1717685910,12398,12390,13236,13027,13085,G
1717685912,12398,12390,13235,13025,13084,G
1717685914,12398,12391,13234,13024,13084,G
1717685916,12398,12391,13233,13024,13084,G
1717685918,12398,12391,13232,13022,13083,G
1717685920,12398,12390,13231,13022,13083,G
1717685922,12398,12390,13230,13022,13081,G
1717685924,12398,12390,13229,13021,13081,G
1717685926,12398,12391,13229,13021,13081,G
1717685928,12397,12391,13228,13019,13080,G
1717685930,12396,12391,13230,13022,13081,G
1717685932,12392,12385,13206,13009,13092,G
1717685934,12393,12385,13204,13006,13089,G
1717685936,12394,12385,13201,13006,13088,G
1717685938,12392,12386,13199,13001,13089,G
1717685940,12394,12389,13201,13003,13074,G
1717685942,12395,12389,13200,12997,13071,G
1717685944,12395,12387,13198,12999,13065,G
1717685946,12394,12387,13198,13096,13061,G
1717685948,12394,12387,13195,13047,13063,G
1717685950,12393,12387,13193,13083,13064,G
1717685952,12394,12387,13192,13047,13062,G
1717685954,12394,12386,13191,13024,13051,G
1717685956,12394,12382,13184,13008,13046,G
1717685958,12393,12384,13182,13006,13049,G
1717685960,12393,12384,13178,13004,13048,G
1717685962,12395,12384,13177,13001,13047,G
1717685964,12395,12384,13176,12999,13047,G
1717685966,12396,12384,13175,12998,13047,G
1717685968,12395,12384,13175,12997,13046,G
1717685970,12396,12384,13174,12996,13046,G
1717685972,12396,12384,13174,12995,13046,G
1717685974,12389,12384,13174,12994,13045,G
1717685976,12396,12384,13172,12993,13044,G
1717685978,12397,12384,13171,12992,13044,G
1717685980,12397,12384,13169,12992,13043,G
1717685982,12397,12385,13170,12991,13045,G
1717685984,12397,12385,13170,12989,13045,G
1717685986,12398,12385,13170,12989,13044,G
1717685988,12398,12385,13169,12988,13044,G
1717685990,12397,12385,13168,12988,13043,G
1717685992,12398,12385,13168,12987,13042,G
1717685994,12398,12385,13167,12987,13042,G
1717685996,12396,12386,13169,12988,13042,G
1717685998,12395,12390,13168,12986,13040,G
1717686000,12396,12389,13167,12986,13028,G
1717686002,12396,12389,13164,12986,13025,G
1717686004,12396,12387,13163,12984,13027,G
1717686006,12394,12385,13273,13084,13317,G
1717686008,12393,12385,13270,13067,13293,G
1717686010,12394,12384,13250,13053,13253,G
1717686012,12394,12383,13243,13050,13237,G
1717686014,12394,12394,13235,13041,13224,G
1717686016,12394,12389,13224,13040,13212,G
1717686018,12393,12385,13212,13032,13200,G
1717686020,12392,12384,13200,13048,13186,G
1717686022,12394,12385,13228,13061,13191,G
1717686024,12393,12385,13213,13052,13177,G
1717686026,12394,12387,13201,13048,13169,G
1717686028,12387,12388,13198,13041,13163,G
1717686030,12400,12379,13192,13029,13155,G
1717686032,12400,12379,13189,13027,13149,G
1717686034,12398,12379,13188,13021,13143,G
1717686036,12397,12379,13182,13018,13134,G
1717686038,12395,12379,13183,13014,13129,G
1717686040,12395,12379,13181,13010,13127,G
1717686042,12396,12379,13181,13008,13124,G
1717686044,12396,12379,13177,13004,13122,G
1717686046,12396,12379,13176,13008,13119,G
1717686048,12397,12378,13174,13007,13114,G
1717686050,12396,12378,13172,13004,13112,G
1717686052,12397,12378,13173,13003,13111,G
1717686054,12397,12378,13172,13000,13108,G
1717686056,12397,12378,13172,12999,13106,G
1717686058,12397,12378,13171,12998,13103,G
1717686060,12397,12377,13171,12997,13101,G
1717686062,12398,12377,13171,12997,13100,G
1717686064,12397,12377,13170,12996,13097,G
1717686066,12398,12377,13169,12994,13095,G
1717686068,12398,12377,13169,13000,13096,G
1717686070,12396,12378,13087,12902,12938,
1717686072,12395,12380,13030,12843,12860,
1717686989,12414,12350,12538,13399,13158,H
1717686991,12409,12350,12541,13372,13341,H
1717686993,12407,12345,12539,13359,13306,H
1717686995,12408,12347,12542,13338,13294,H
1717686997,12409,12348,12541,13333,13289,H
1717686999,12407,12349,12541,13338,13266,H
1717687001,12407,12345,12535,13310,13261,H
1717687003,12401,12346,12534,13298,13256,H
1717687005,12407,12347,12536,13293,13253,H
1717687007,12407,12347,12537,13291,13251,H
1717687009,12404,12348,12538,13270,13234,H
1717687011,12398,12349,12549,13181,13186,H
1717687013,12404,12344,12541,13629,13698,H
1717687015,12399,12347,12538,13640,13716,H
1717687017,12398,12346,12535,13614,13674,H
1717687019,12409,12349,12536,13580,13623,H
1717687021,12410,12348,12536,13579,13615,H
1717687023,12410,12347,12533,13602,13601,H
1717687025,12411,12348,12532,13611,13599,H
1717687027,12407,12347,12530,13577,13586,H
1717687029,12405,12347,12531,13535,13531,H
1717687031,12409,12349,12531,13524,13500,H
1717687033,12408,12348,12534,13526,13489,H
1717687035,12408,12349,12535,13521,13480,H
1717687037,12407,12372,12534,13518,13475,H
1717687039,12407,12359,12556,13513,13469,H
1717687041,12408,12358,12554,13507,13450,H
1717687043,12408,12357,12552,13522,13476,H
1717687045,12406,12357,12550,13620,13433,H
1717687047,12405,12356,12549,13764,13454,H
1717687049,12404,12356,12548,13592,13468,H
1717687051,12399,12354,12542,13559,13470,H
1717687053,12407,12355,12543,13549,13461,H
1717687055,12406,12355,12543,13544,13456,H
1717687057,12406,12355,12542,13539,13453,H
1717687059,12406,12355,12543,13535,13449,H
1717687061,12406,12355,12542,13528,13444,H
1717687063,12403,12353,12540,13530,13445,H
1717687065,12404,12354,12541,13515,13427,H
1717687067,12404,12354,12542,13509,13419,H
1717687069,12404,12353,12541,13506,13419,H
1717687071,12405,12354,12540,13523,13443,H
1717687073,12406,12355,12541,13560,13477,H
1717687075,12406,12351,12541,13551,13468,H
1717687077,12404,12354,12540,13539,13455,H
1717687079,12405,12354,12540,13537,13450,H
1717687081,12404,12353,12540,13535,13451,H
1717687083,12405,12354,12540,13536,13449,H
1717687085,12405,12355,12540,13534,13450,H
1717687087,12405,12355,12540,13532,13447,H
1717687089,12405,12355,12541,13527,13444,H
1717687091,12406,12355,12541,13527,13434,H
1717687093,12405,12355,12540,13549,13455,H
1717687095,12405,12354,12539,13542,13450,H
1717687097,12405,12355,12540,13534,13444,H
1717687099,12405,12355,12540,13530,13439,H
1717687101,12405,12355,12540,13532,13440,H
1717687103,12405,12355,12539,13529,13436,H
1717687105,12405,12355,12540,13528,13434,H
1717687107,12404,12354,12537,13522,13433,H
1717687109,12405,12336,12476,13514,13425,H
1717687111,12404,12366,12539,13510,13420,H
1717687113,12404,12355,12537,13514,13415,H
1717687115,12405,12354,12537,13468,13361,H
1717687117,12406,12354,12537,13450,13349,H
1717687119,12405,12353,12537,13452,13343,H
1717687121,12400,12354,12537,13452,13336,H
1717687123,12404,12355,12537,13502,13373,H
1717687125,12404,12355,12537,13494,13366,H
1717687127,12403,12355,12537,13491,13363,H
1717687129,12400,12355,12538,13488,13357,H
1717687131,12402,12354,12537,13483,13346,H
1717687133,12403,12356,12541,13473,13341,H
1717687135,12403,12356,12540,13474,13339,H
1717687137,12403,12354,12537,13472,13335,H
1717687139,12403,12354,12539,13470,13331,H
1717687141,12403,12354,12539,13468,13332,H
1717687143,12403,12355,12539,13463,13329,H
1717687145,12403,12356,12539,13466,13327,H
1717687147,12403,12357,12540,13467,13314,H
1717687149,12402,12357,12539,13462,13307,H
1717687151,12403,12358,12540,13461,13483,H
1717687153,12403,12357,12540,13527,13494,H
1717687155,12403,12356,12538,13515,13543,H
1717687157,12405,12354,12536,13531,13577,H
1717687159,12403,12353,12535,13496,13522,H
1717687162,12403,12354,12535,13490,13502,H
1717687164,12403,12355,12535,13487,13488,H
1717687166,12625,12354,12536,13474,13489,H
1717687168,12601,12354,12535,13472,13481,H
1717687170,12592,12354,12535,13471,13478,H
1717687172,12586,12354,12535,13469,13476,H
1717687174,12594,12354,12534,13468,13474,H
1717687176,12545,12353,12534,13472,13479,H
1717687178,12548,12355,12536,13464,13472,H
1717687180,12548,12355,12537,13463,13472,H
1717687182,12548,12355,12537,13462,13470,H
1717687184,12547,12355,12537,13461,13468,H
1717687186,12547,12355,12537,13461,13466,H
1717687188,12549,12356,12537,13457,13463,H
1717687190,12548,12355,12538,13457,13463,H
1717687192,12546,12356,12537,13456,13462,H
1717687194,12547,12355,12538,13456,13460,H
1717687196,12545,12355,12538,13456,13460,H
1717687198,12546,12356,12538,13455,13458,H
1717687200,12545,12355,12538,13455,13457,H
1717687202,12544,12355,12538,13454,13451,H
1717687204,12544,12356,12538,13455,13453,H
1717687206,12543,12355,12538,13453,13453,H
1717687208,12541,12351,12534,13461,13441,H
1717687210,12538,12352,12534,13456,13446,H
1717687212,12538,12351,12535,13453,13441,H
1717687214,12538,12351,12535,13452,13437,H
1717687216,12539,12351,12536,13451,13439,H
1717687218,12538,12352,12536,13450,13437,H
1717687220,12538,12351,12536,13448,13437,H
1717687222,12538,12352,12536,13449,13435,H
1717687224,12539,12352,12536,13447,13435,H
1717687226,12538,12353,12536,13447,13434,H
1717687228,12537,12353,12536,13447,13434,H
1717687230,12537,12352,12536,13447,13434,H
1717687232,12537,12352,12536,13445,13434,H
1717687234,12538,12353,12537,13444,13434,H
1717687236,12538,12352,12537,13442,13433,H
1717687238,12537,12353,12538,13444,13432,H
1717687240,12537,12351,12536,13445,13433,H
1717687242,12536,12350,12535,13460,13432,H
1717687244,12536,12351,12536,13451,13428,H
1717687246,12534,12351,12536,13450,13427,H
1717687248,12525,12351,12536,13449,13422,H
1717687250,12532,12351,12537,13448,13423,H
1717687252,12532,12348,12534,13449,13423,H
1717687254,12533,12349,12535,13443,13432,H
1717687256,12531,12350,12535,13442,13432,H
1717687258,12429,12349,12534,13430,13424,H
1717687260,12449,12349,12534,13446,13448,H
1717687262,12547,12350,12533,13423,13427,H
1717687264,12539,12350,12533,13415,13417,H
1717687266,12534,12350,12533,13410,13405,H
1717687268,12534,12350,12534,13413,13402,H
1717687270,12535,12351,12534,13408,13399,H
1717687272,12535,12351,12534,13405,13397,H
1717687274,12534,12351,12535,13404,13395,H
1717687276,12533,12352,12536,13403,13395,H
1717687278,12534,12347,12537,13405,13393,H
1717687280,12533,12346,12537,13407,13391,H
1717687282,12535,12348,12538,13402,13387,H
1717687284,12535,12350,12539,13394,13380,H
1717687286,12534,12350,12540,13393,13377,H
1717687288,12533,12349,12540,13393,13375,H
1717687290,12532,12350,12539,13392,13373,H
1717687292,12532,12350,12541,13393,13372,H
1717687294,12532,12350,12541,13392,13370,H
1717687296,12532,12351,12540,13392,13369,H
1717687298,12531,12351,12540,13394,13369,H
1717687300,12531,12351,12540,13392,13367,H
1717687305,12530,12350,12540,13391,13366,H
1717687305,12531,12350,12540,13393,13365,H
1717687307,12529,12351,12540,13391,13364,H
1717687309,12529,12350,12540,13389,13364,H
1717687311,12527,12350,12540,13389,13364,H
1717687313,12529,12350,12540,13389,13363,H
1717687315,12528,12351,12540,13387,13362,H
1717687317,12528,12351,12540,13386,13360,H
1717687319,12528,12351,12540,13385,13357,H
1717687321,12529,12352,12540,13384,13359,H
1717687323,12528,12352,12540,13384,13356,H
1717687325,12529,12352,12541,13383,13357,H
1717687327,12528,12352,12541,13385,13356,H
1717687329,12520,12352,12541,13387,13355,H
1717687331,12527,12352,12540,13388,13355,H
1717687333,12524,12351,12540,13392,13356,H
1717687335,12525,12351,12539,13448,13350,H
1717687337,12525,12351,12539,13540,13348,H
1717687339,12525,12351,12538,13626,13356,H
1717687341,12525,12351,12538,13598,13356,H
1717687343,12525,12351,12538,13584,13355,H
1717687345,12525,12351,12538,13437,13352,H
1717687347,12526,12351,12538,13603,13352,H
1717687349,12525,12351,12538,13625,13351,H
1717687351,12526,12350,12541,13524,13355,H
1717687353,12526,12350,12541,13431,13352,H
1717687355,12526,12351,12550,13500,13347,H
1717687357,12528,12350,12545,13495,13341,H
1717687359,12528,12350,12545,13500,13340,H
1717687361,12528,12349,12544,13430,13337,H
1717687363,12530,12348,12540,13422,13332,H
1717687365,12526,12350,12541,13408,13325,H
1717687367,12526,12351,12542,13405,13323,H
1718187048,12460,12392,12538,13738,13302,H
1718187050,12553,12392,12538,13748,13249,H
1718187052,12532,12392,12538,13719,13237,H
1718187054,12603,12391,12538,13678,13189,H
1718187056,12586,12391,12537,13667,13172,H
1718187058,12575,12392,12538,13716,13205,H
1718187060,12568,12390,12538,13849,13180,H
1718187062,12578,12390,12536,13702,13278,H
1718187064,12572,12390,12536,13673,13255,H
1718187066,12562,12390,12537,13674,13242,H
1718187068,12556,12389,12537,13685,13218,H
1718187070,12554,12389,12537,13680,13212,H
1718187072,12553,12390,12538,13686,13198,H
1718187074,12552,12390,12538,13684,13196,H
1718187076,12550,12390,12538,13678,13185,H
1718187078,12545,12388,12537,13719,13177,H
1718187080,12542,12388,12535,13683,13156,H
1718187082,12542,12395,12561,13675,13148,H
1718187084,12540,12390,12557,13668,13144,H
1718187086,12544,12390,12554,13650,13117,H
1718187088,12536,12392,12549,13604,13085,H
1718187090,12541,12389,12546,13565,13159,H
1718187092,12515,12386,12544,13536,13123,H
1718187094,12515,12386,12543,13532,13118,H
1718187096,12521,12386,12542,13537,13104,H
1718187098,12520,12387,12542,13529,13098,H
1718187100,12519,12387,12542,13526,13092,H
1718187102,12515,12387,12542,13527,13091,H
1718187104,12518,12389,12546,13538,13091,H
1718187106,12517,12388,12545,13528,13085,H
1718187108,12510,12390,12545,13522,13081,H
1718187110,12519,12389,12544,13518,13068,H
1718187112,12519,12390,12544,13521,13062,H
1718187114,12518,12389,12544,13515,13059,H
1718187116,12518,12390,12544,13514,13054,H
1718187118,12518,12390,12544,13511,13048,H
1718187124,12519,12390,12543,13500,13020,H
1718187125,12521,12391,12543,13500,13017,H
1718187127,12523,12391,12542,13498,12963,H
1718187128,12525,12392,12542,13495,12941,H
1718187131,12524,12392,12543,13488,12920,H
1718187132,12522,12392,12543,13484,12907,H
1718187134,12522,12393,12543,13480,12896,H
1718187137,12519,12392,12543,13480,12885,H
1718187138,12518,12390,12541,13489,12868,H
1718187141,12536,12388,12541,13817,13431,H
1718187142,12496,12388,12536,13776,13356,H
1718187144,12496,12387,12535,13755,13314,H
1718187147,12488,12387,12537,13514,12982,H
1718187149,12493,12386,12537,14001,13450,H
1718187151,12510,12386,12534,13786,13335,H
1718187153,12566,12383,12533,13746,13279,H
1718187155,12570,12384,12534,13675,13260,H
1718187157,12555,12382,12530,13683,13284,H
1718187159,12555,12385,12535,13662,13276,H
1718187161,12554,12386,12535,13659,13250,H
1718187163,12554,12386,12536,13645,13243,H
1718187165,12553,12387,12536,13639,13233,H
1718187167,12552,12387,12535,13637,13228,H
1718187169,12565,12386,12533,13572,13159,H
1718187171,12560,12388,12536,13572,13156,H
1718187173,12560,12388,12536,13566,13152,H
1718187176,12561,12388,12535,13562,13147,H
1718187177,12560,12389,12535,13560,13153,H
1718187179,12564,12389,12535,13558,13153,H
1718187181,12566,12389,12535,13556,13153,H
1718187183,12574,12389,12535,13558,13158,H
1718187185,12578,12388,12535,13551,13162,H
1718187187,12576,12388,12534,13557,13165,H
1718187189,12576,12388,12534,13552,13159,H
1718187191,12579,12388,12535,13557,13167,H
1718187193,12580,12386,12536,13564,13185,H
1718187195,12579,12386,12536,13555,13176,H
1718187197,12579,12387,12535,13555,13176,H
1718187199,12573,12385,12535,13559,13162,H
1718187201,12563,12385,12537,13550,13116,H
1718187203,12561,12385,12538,13538,13037,H
1718187205,12558,12386,12536,13493,13055,H
1718187207,12558,12386,12536,13492,13053,H
1718187209,12559,12386,12536,13491,13046,H
1718187211,12557,12386,12536,13483,13018,H
1718187214,12569,12386,12537,13478,13284,H
1718187215,12569,12386,12537,13456,13209,H
1718187217,12564,12387,12538,13450,13187,H
1718187219,12566,12387,12538,13438,13173,H
1718187221,12565,12388,12538,13437,13177,H
1718187223,12560,12386,12538,13459,13171,H
1718187225,12556,12385,12538,13454,13156,H
1718187227,12556,12386,12539,13454,13138,H
1718187229,12554,12387,12540,13447,13129,H
1718187231,12554,12387,12540,13446,13126,H
1718187233,12555,12387,12539,13442,13110,H
1718187235,12556,12387,12540,13439,13112,H
1718187237,12557,12390,12540,13458,13022,H
1718187239,12549,12387,12542,13483,12904,H
1718187241,12519,12387,12541,13575,13300,H
1718187243,12568,12385,12546,13736,13642,H
1718187245,12529,12387,12546,13762,13276,H
1718187247,12522,12386,12545,13727,13258,H
1718187249,12521,12386,12544,13711,13243,H
1718187251,12520,12386,12544,13705,13241,H
1718187253,12520,12386,12544,13701,13239,H
1718187255,12512,12382,12540,13675,13229,H
1718187257,12518,12384,12539,13649,13228,H
1718187259,12520,12383,12539,13640,13218,H
1718187261,12573,12383,12537,13614,13215,H
1718187265,12576,12379,12532,13598,13211,H
1718187266,12575,12386,12538,13591,13202,H
1718187268,12585,12386,12536,13595,13223,H
1718187270,12584,12386,12537,13585,13214,H
1718187272,12582,12386,12536,13597,13197,H
1718187274,12567,12384,12536,13610,13106,H
1718187276,12534,12383,12535,13779,13423,H
1718187278,12561,12384,12534,13545,13299,H
1718187280,12562,12385,12535,13524,13320,H
1718187282,12548,12383,12536,13505,13199,H
1718187284,12547,12384,12539,13486,13153,H
1718187286,12548,12386,12539,13476,13146,H
1718187288,12546,12386,12539,13470,13145,H
1718187290,12547,12386,12539,13465,13139,H
1718187292,12547,12387,12539,13460,13137,H
1718187294,12547,12387,12539,13458,13135,H
1718187296,12547,12386,12538,13450,13133,H
1718187298,12547,12387,12538,13440,13128,H
1718187300,12547,12388,12537,13436,13131,H
1718187302,12545,12388,12538,13431,13124,H
1718187304,12546,12388,12537,13429,13119,H
1718187306,12549,12388,12539,13424,13120,H
1718187308,12548,12387,12538,13424,13111,H
1718187310,12547,12387,12538,13422,13109,H
1718187312,12547,12387,12537,13420,13106,H
1718187314,12546,12388,12538,13413,13100,H
1718187316,12547,12389,12537,13409,13098,H
1718187318,12551,12388,12538,13406,13101,H
1718187320,12560,12387,12538,13365,13092,H
1718187322,12561,12388,12538,13359,13089,H
1718187324,12558,12389,12538,13355,13089,H
1718187326,12558,12389,12539,13356,13088,H
1718187328,12556,12390,12564,13354,13082,H
1718187330,12557,12389,12563,13354,13077,H
1718187332,12558,12389,12559,13356,13076,H
1718187334,12494,12387,12557,13140,12812,H
1718187336,12460,12387,12555,14115,13500,H
1718187338,12576,12387,12557,13567,13073,H
1718187340,12569,12387,12557,13546,13064,H
1718187342,12560,12387,12557,13536,13058,H
1718187344,12558,12388,12558,13523,13056,H
1718187346,12559,12388,12558,13520,13042,H
1718187348,12558,12388,12557,13510,13041,H
1718187350,12558,12388,12557,13501,13040,
1718187352,12557,12388,12558,13495,13039,
1718187355,12562,12388,12557,13492,13038,
1718187356,12562,12388,12557,13490,13038,
1718187358,12561,12388,12557,13487,13037,
1718187360,12560,12388,12556,13486,13037,
1718187362,12560,12387,12556,13485,13035,
1718187364,12559,12388,12556,13486,13016,
1718187367,12555,12388,12555,13477,12882,
1718187368,12535,12383,12550,13494,12869,
1718187654,12583,13226,13392,13499,12487,I
1718187656,12491,13443,13380,13939,12470,I
1718187658,12566,13467,13304,13525,12462,I
1718187660,12564,13444,13213,13518,12486,I
1718187662,12566,13430,13076,13507,12469,I
1718187664,12568,13282,13371,13517,12459,I
1718187666,12588,13453,13305,13466,12459,I
1718187668,12591,13284,13296,13450,12455,I
1718187670,12581,13346,13289,13442,12452,I
1718187672,12635,13251,13282,13437,12458,I
1718187674,12627,13272,13279,13435,12457,I
1718187676,12621,13340,13277,13434,12457,I
1718187678,12615,13295,13277,13434,12455,I
1718187680,12614,13314,13278,13428,12454,I
1718187682,12607,13317,13274,13429,12466,I
1718187684,12606,13183,13273,13427,12459,I
1718187686,12602,13228,13270,13424,12459,I
1718187688,12600,13259,13270,13424,12458,I
1718187690,12594,13330,13268,13415,12471,I
1718187692,12591,13328,13266,13412,12465,I
1718187694,12590,13290,13265,13411,12464,I
1718187696,12589,13235,13263,13410,12463,I
1718187698,12589,13318,13262,13410,12464,I
1718187700,12588,13279,13260,13410,12463,I
1718187702,12586,13201,13259,13409,12461,I
1718187704,12587,13196,13258,13406,12460,I
1718187706,12587,13270,13256,13406,12461,I
1718187708,12585,13271,13255,13405,12460,I
1718187710,12585,13147,13254,13404,12458,I
1718187712,12584,13249,13253,13403,12458,I
1718187714,12583,13154,13253,13403,12458,I
1718187716,12583,13177,13251,13402,12457,I
1718187718,12584,13227,13250,13401,12456,I
1718187720,12581,13223,13198,13400,12458,I
1718187722,12581,13241,13223,13398,12455,I
1718187725,12581,13250,13252,13398,12454,I
1718187727,12577,13217,13248,13394,12450,I
1718187728,12579,13289,13248,13395,12451,I
1718187733,12533,13407,13239,13388,12448,I
1718187733,12573,13247,13347,13422,12480,I
1718187735,12570,13261,13330,13405,12464,I
1718187737,12571,13162,13321,13395,12457,I
1718187739,12566,13022,13285,13394,12457,I
1718187741,12562,13228,13286,13389,12456,I
1718187743,12564,13142,13319,13387,12452,I
1718187745,12563,13109,13316,13382,12452,I
1718187747,12562,13199,13313,13381,12451,I
1718187749,12562,13096,13313,13379,12449,I
1718187751,12561,13123,13311,13379,12450,I
1718187753,12561,13197,13308,13378,12455,I
1718187755,12560,13177,13300,13377,12451,I
1718187757,12558,13021,13294,13377,12445,I
1718187759,12555,13143,13292,13371,12449,I
1718187761,12555,13041,13292,13369,12452,I
1718187763,12554,12976,13290,13368,12449,I
1718187765,12551,13046,13290,13366,12447,I
1718187767,12553,13121,13288,13362,12449,I
1718187769,12550,13100,13288,13357,12448,I
1718187771,12550,13069,13286,13361,12448,I
1718187773,12550,13022,13285,13365,12442,I
1718187775,12548,12956,13284,13357,12443,I
1718187777,12548,12992,13284,13356,12443,I
1718187779,12545,12998,13283,13354,12444,I
1718187781,12542,12992,13281,13352,12443,I
1718187783,12542,13047,13280,13352,12442,I
1718187785,12541,13027,13280,13350,12443,I
1718187787,12541,12978,13280,13350,12443,I
1718187789,12542,12951,13278,13352,12448,I
1718187791,12560,13005,13275,13352,12453,I
1718187793,12554,12853,13272,13348,12452,I
1718187795,12554,13085,13270,13346,12451,I
1718187797,12553,12735,13270,13344,12447,I
1718187799,12552,12830,13269,13344,12448,I
1718187801,12552,12786,13268,13344,12449,I
1718187803,12550,12680,13269,13340,12445,I
1718187805,12551,12718,13265,13336,12445,I
1718187807,12551,12898,13265,13339,12447,I
1718187809,12551,12932,13265,13334,12450,I
1718187811,12550,12791,13267,13321,12475,I
1718187813,12552,12709,13265,13321,12475,I
1718187815,12552,12683,13263,13315,12476,I
1718187817,12550,12738,13262,13314,12475,I
1718187819,12549,12648,13263,13327,12476,I
1718187821,12551,12563,13263,13329,12476,I
1718187824,12437,13076,13226,13311,12469,I
1718187826,12432,13020,13194,13284,12466,I
1718187828,12520,13186,13319,13760,12446,I
1718187830,12547,13532,13094,13456,12443,I
1718187832,12539,13392,12766,13441,12442,I
1718187834,12548,13476,13090,13428,12438,I
1718187836,12545,13407,12721,13401,12457,I
1718187838,12539,13335,12944,13384,12412,I
1718187840,12538,13492,13012,13389,12428,I
1718187843,12535,13454,12990,13380,12424,I
1718187844,12535,13477,13072,13380,12423,I
1718187846,12534,13466,13103,13381,12414,I
1718187848,12534,13447,12928,13388,12418,I
1718187853,12541,13465,13094,13374,12417,I
1718187853,12535,13416,13109,13368,12416,I
1718187855,12541,13435,12925,13379,12420,I
1718187857,12538,13361,12850,13374,12419,I
1718187859,12538,13395,12869,13375,12419,I
1718187861,12538,13406,12936,13369,12422,I
1718187863,12537,13402,12899,13368,12424,I
1718187865,12537,13391,12859,13367,12423,I
1718187867,12537,13375,12818,13369,12422,I
1718187869,12536,13369,12810,13366,12422,I
1718187871,12536,13367,12778,13365,12421,I
1718187873,12536,13354,12784,13364,12421,I
1718187875,12536,13369,12801,13363,12421,I
1718187877,12537,13360,12743,13364,12419,I
1718187879,12536,13342,12756,13362,12418,I
1718187881,12536,13311,12688,13361,12417,I
1718187883,12535,13281,12532,13361,12415,I
1718187895,12533,13317,12638,13357,12414,I
1718187897,12536,13316,12633,13360,12418,I
1718187899,12535,13335,12633,13357,12416,I
1718187901,12535,13404,12934,13357,12418,I
1718187903,12536,13394,12940,13357,12417,I
1718187905,12535,13392,12896,13357,12417,I
1718187907,12535,13392,12889,13355,12417,I
1718187909,12535,13351,12823,13354,12417,I
1718187911,12531,13368,12884,13358,12433,I
1718187913,12531,13375,12936,13353,12426,I
1718187915,12531,13392,12913,13351,12428,I
1718187917,12531,13382,12951,13353,12430,I
1718187919,12530,13405,13039,13345,12419,I
1718187921,12530,13395,13015,13345,12420,I
1718187923,12531,13274,12600,13343,12419,I
1718187925,12530,13373,13058,13342,12420,I
1718187927,12529,13399,13074,13341,12420,I
1718187929,12529,13400,13058,13341,12422,I
1718187931,12529,13398,13080,13340,12421,I
1718187933,12529,13390,13054,13340,12421,I
1718187935,12530,13383,13027,13339,12420,I
1718187937,12530,13387,13042,13341,12420,I
1718187939,12529,13376,12999,13339,12418,I
1718187941,12530,13388,13055,13337,12418,I
1718187943,12530,13388,13026,13337,12418,I
1718187945,12530,13395,13028,13339,12417,I
1718187947,12530,13371,12944,13337,12416,I
1718187949,12528,13378,13148,13339,12423,I
1718187951,12524,13389,13075,13332,12424,I
1718187953,12527,13395,13053,13329,12424,I
1718187955,12526,13379,13065,13328,12424,I
1718187957,12527,13406,13062,13325,12416,I
1718187959,12526,13409,13045,13325,12421,I
1718187961,12527,13386,13118,13324,12418,I
1718187963,12526,13397,13068,13323,12417,I
1718187965,12527,13339,13057,13322,12417,I
1718187967,12527,13304,12991,13321,12416,I
1718188332,12582,13043,12307,13426,12562,J
1718188334,12600,13091,12510,13417,12577,J
1718188336,12591,13028,12538,13413,12580,J
1718188338,12584,12962,12319,13403,12558,J
1718188340,12582,12932,12180,13397,12559,J
1718188342,12581,12921,12234,13394,12558,J
1718188344,12579,12886,12092,13387,12557,J
1718188346,12583,12896,12256,13380,12568,J
1718188348,12569,12879,12275,13372,12582,J
1718188350,12575,12902,12398,13364,12577,J
1718188352,12573,12879,12346,13360,12576,J
1718188354,12573,12895,12431,13355,12575,J
1718188356,12572,12894,12509,13349,12575,J
